Field_1,carat,cut,cut_ord,color,clarity,clarity_ord,price
490,0.72,Premium,4,E,SI1,3,3271.2220911543
491,1,Good,2,G,VS2,5,5905.86832165741
492,0.37,Ideal,5,F,VVS2,6,1578.21193481108
493,0.5,Very Good,3,G,SI1,3,1000.49285152414
494,0.31,Ideal,5,G,VVS1,7,949.124027971444
495,1.01,Very Good,3,F,VS2,5,6379.5395326967
496,0.33,Ideal,5,E,VS2,5,579.542757733137
497,0.35,Good,2,I,SI1,3,-1460.39345750946
498,0.3,Ideal,5,E,VVS2,6,1049.52153293867
499,0.37,Premium,4,J,VS2,5,-1308.90507347516
500,1.21,Ideal,5,G,VS2,5,8107.14802450041
501,1.05,Ideal,5,E,VVS2,6,7715.0804876697
502,1.11,Premium,4,D,VS2,5,7589.13329435658
503,0.57,Ideal,5,D,VS2,5,2917.7643842484
504,1.01,Very Good,3,E,SI2,2,4872.69833793041
505,0.51,Ideal,5,I,VS2,5,943.093434092278
506,0.52,Ideal,5,G,VS1,4,2292.37931292773
507,0.58,Ideal,5,G,SI1,3,1861.50071678554
508,0.26,Very Good,3,E,VVS1,7,648.055761016427
509,0.85,Fair,1,H,I1,1,-794.189912232321
510,0.43,Ideal,5,G,VVS1,7,2015.61346072841
511,0.25,Ideal,5,G,VVS1,7,415.879311592963
512,0.78,Ideal,5,H,SI1,3,3171.34363095738
513,1,Ideal,5,D,SI1,3,6092.77373255339
514,0.31,Good,2,D,SI2,2,-1328.15554424545
515,0.44,Premium,4,G,VS2,5,1136.00729367838
516,0.5,Premium,4,G,VVS2,6,2405.85314345163
517,1.82,Very Good,3,G,SI1,3,12731.8766118508
518,0.4,Very Good,3,D,VVS2,6,1993.49057781405
519,0.33,Premium,4,H,VS2,5,-309.247493438603
520,0.71,Premium,4,G,SI1,3,2889.03073164074
521,2.03,Very Good,3,I,VS2,5,14301.9446722571
522,0.25,Ideal,5,H,VS1,4,-574.861384531869
523,1.1,Premium,4,F,VS2,5,7201.58798005634
524,0.91,Very Good,3,G,VS1,4,5608.45505929778
525,0.54,Ideal,5,D,VS1,4,2968.68755283903
526,0.9,Good,2,D,SI1,3,4869.10934307094
527,1.09,Good,2,H,SI1,3,5591.5181367279
528,1.57,Ideal,5,H,I1,1,6621.83688285775
529,0.71,Ideal,5,F,VS1,4,4180.87638767425
530,0.72,Good,2,G,VS2,5,3417.39297855782
531,1.12,Ideal,5,H,SI1,3,6193.06369043545
532,0.31,Ideal,5,H,IF,8,845.487626484693
533,0.7,Ideal,5,F,SI1,3,3127.87895575715
534,0.53,Ideal,5,H,VS1,4,1913.61395856772
535,0.3,Ideal,5,H,IF,8,756.61350708828
536,0.73,Premium,4,G,VVS2,6,4449.95788956915
537,0.4,Premium,4,E,VS1,4,1391.37358298974
538,1.09,Premium,4,H,SI1,3,5798.60779494804
539,1.21,Premium,4,I,VS2,5,7036.44825454307
540,0.32,Ideal,5,D,VVS2,6,1432.51253273283
541,0.31,Ideal,5,G,VVS1,7,949.124027971444
542,0.43,Premium,4,I,IF,8,1308.91676304075
543,0.3,Ideal,5,E,VS2,5,312.920399543895
544,1,Ideal,5,H,I1,1,1556.01207726216
545,0.3,Ideal,5,E,SI2,2,-1287.34922912488
546,0.61,Very Good,3,G,VS2,5,2624.68595062549
547,0.33,Very Good,3,E,SI1,3,-217.049938097758
548,0.62,Premium,4,F,VS2,5,2935.63024902848
549,1.1,Premium,4,G,VS2,5,7001.69917384169
550,0.32,Ideal,5,F,VS1,4,714.78573121411
551,1.08,Very Good,3,F,SI1,3,6355.08058273079
552,0.41,Ideal,5,G,SI2,2,-603.051155881471
553,1,Ideal,5,G,SI1,3,5594.21373143491
554,1,Ideal,5,E,SI1,3,5887.53097155205
555,0.37,Ideal,5,G,IF,8,1846.37181661961
556,0.35,Premium,4,E,SI2,2,-970.812169440985
557,1.2,Good,2,H,SI1,3,6569.13345008845
558,0.5,Premium,4,E,SI1,3,1315.99146443319
559,0.43,Ideal,5,G,VVS2,6,1911.56784497491
560,0.42,Very Good,3,G,VS2,5,936.077682093632
561,0.59,Ideal,5,E,SI1,3,2243.69207629909
562,1.4,Ideal,5,H,SI2,2,7727.84719060706
563,0.66,Good,2,F,VS2,5,3084.03706839399
564,1.02,Ideal,5,I,VS2,5,5475.67352330938
565,0.53,Ideal,5,H,VS2,5,1596.06843178784
566,0.51,Good,2,F,SI1,3,1104.34749170698
567,0.42,Very Good,3,D,SI2,2,-165.631945456671
568,2.03,Ideal,5,H,SI2,2,13326.9167125811
569,0.41,Premium,4,H,VS1,4,719.29098851258
570,0.41,Ideal,5,F,VS1,4,1514.65280578183
571,0.3,Very Good,3,H,VS2,5,-598.051224419763
572,1.11,Ideal,5,F,VS2,5,7418.29563675093
573,0.31,Very Good,3,J,VS2,5,-1864.33116264557
574,0.7,Good,2,F,SI1,3,2792.95576023884
575,0.4,Premium,4,E,SI1,3,427.250270469056
576,0.33,Ideal,5,G,SI2,2,-1314.04411105278
577,0.9,Very Good,3,F,SI2,2,3801.65459066737
578,0.31,Ideal,5,F,VS2,5,308.366085037822
579,1.15,Ideal,5,D,VS2,5,8072.4633092404
580,1.01,Ideal,5,D,VVS2,6,7564.82677108538
581,0.42,Ideal,5,G,VS1,4,1403.63811896359
582,0.91,Ideal,5,J,VS1,4,3935.67643800922
583,1.26,Premium,4,I,SI1,3,6834.24106578434
584,1.28,Ideal,5,G,VS1,4,9046.81238705518
585,1.17,Ideal,5,G,VVS2,6,8488.25268030952
586,1.02,Premium,4,G,SI2,2,4690.4365900016
587,0.57,Ideal,5,E,VS2,5,2712.52162324707
588,0.91,Very Good,3,I,VS2,5,4348.04329985874
589,1,Ideal,5,I,VS2,5,5297.92528451655
590,0.7,Good,2,D,VS1,4,4055.75026766334
591,1.14,Very Good,3,D,VS2,5,7833.5742797539
592,0.9,Very Good,3,F,SI2,2,3801.65459066737
593,0.3,Ideal,5,G,IF,8,1224.25298084471
594,0.27,Ideal,5,E,VS1,4,363.843568134526
595,0.34,Ideal,5,I,IF,8,636.883225771197
596,0.33,Ideal,5,G,IF,8,1490.87533903395
597,2,Ideal,5,G,SI2,2,13527.9338281483
598,0.7,Premium,4,G,VS2,5,3446.73439798514
599,0.37,Good,2,F,VS2,5,506.687605897991
600,0.73,Ideal,5,D,VS2,5,4339.75029459102
601,0.38,Ideal,5,E,SI1,3,377.335568974399
602,1,Premium,4,I,VS1,4,5487.63727399826
603,0.39,Premium,4,G,IF,8,1896.28651811426
604,0.51,Premium,4,E,VS2,5,2051.44336957041
605,0.7,Very Good,3,F,SI1,3,2977.86404566707
606,1.11,Good,2,H,SI2,2,4815.57453259275
607,0.34,Ideal,5,E,VVS1,7,1509.06362627783
608,1.25,Ideal,5,J,SI1,3,5993.27318496661
609,0.52,Ideal,5,J,SI1,3,-494.537530971593
610,1,Very Good,3,H,SI2,2,4022.86750466042
611,0.33,Ideal,5,F,VVS1,7,1326.76107297893
612,1.8,Ideal,5,D,SI2,2,12249.0114413385
613,0.3,Good,2,H,VS1,4,-465.413983068114
614,0.7,Very Good,3,E,VS1,4,4035.41579209023
615,1.08,Ideal,5,G,VS2,5,6951.78447234703
616,0.61,Good,2,G,I1,1,-1777.36230095986
617,1.1,Premium,4,G,VS2,5,7001.69917384169
618,0.41,Premium,4,F,VS2,5,1069.27374170379
619,0.33,Very Good,3,G,VS2,5,136.210607525908
620,0.5,Premium,4,J,SI1,3,-800.11930706259
621,0.38,Premium,4,D,VS1,4,1418.86810519824
622,2.01,Ideal,5,H,SI2,2,13149.1684737883
623,0.42,Ideal,5,D,SI1,3,938.074807561389
624,1.52,Ideal,5,G,SI1,3,10215.6679400484
625,0.53,Ideal,5,E,VS1,4,2674.57067244129
626,0.7,Very Good,3,E,IF,8,4922.52008672831
627,0.72,Ideal,5,G,VS2,5,3752.31617407613
628,0.9,Very Good,3,E,SI1,3,4848.77486749783
629,1.22,Ideal,5,I,SI1,3,6606.57812549685
630,0.25,Very Good,3,F,VVS1,7,465.753207717527
631,2.03,Ideal,5,I,VS2,5,14451.9595823472
632,1.02,Ideal,5,G,SI2,2,4818.27012729977
633,0.74,Ideal,5,J,VS1,4,2424.81640827019
634,1.24,Premium,4,H,SI1,3,7131.71958589425
635,1.15,Premium,4,G,SI2,2,5845.80014215498
636,2.01,Premium,4,I,SI2,2,12546.1081775874
637,0.71,Premium,4,F,IF,8,4940.14714501416
638,0.56,Ideal,5,D,SI2,2,1228.62063618321
639,1.01,Ideal,5,H,SI1,3,5215.4483770749
640,0.31,Ideal,5,F,IF,8,1513.01590645578
641,1.19,Ideal,5,D,SI2,2,6827.69015815728
642,0.5,Ideal,5,D,VS2,5,2295.64554847351
643,1.02,Premium,4,G,SI1,3,5644.12843292957
644,0.38,Premium,4,E,SI1,3,249.502031676229
645,0.41,Ideal,5,F,VVS2,6,1933.70841239673
646,1.52,Ideal,5,D,SI2,2,9760.53609823893
647,1.22,Ideal,5,G,VS2,5,8196.02214389682
648,0.53,Ideal,5,D,VS2,5,2562.26790666275
649,0.4,Very Good,3,D,SI1,3,610.311658678473
650,0.33,Premium,4,D,SI1,3,10.3741956954955
651,0.31,Ideal,5,H,VS1,4,-41.6166681533878
652,1.14,Premium,4,D,SI1,3,7209.17786680501
653,1.32,Premium,4,I,SI2,2,6413.79393923485
654,0.23,Very Good,3,F,VVS1,7,288.004968924699
655,0.41,Very Good,3,G,VVS2,6,1583.80469609199
656,2.24,Ideal,5,I,SI2,2,14718.0464610031
657,0.55,Ideal,5,D,VS2,5,2740.01614545558
658,2.32,Fair,1,H,SI1,3,15840.8678194568
659,1.25,Ideal,5,J,VS2,5,6639.85097070742
660,0.31,Ideal,5,F,SI1,3,-338.211700702984
661,2.01,Fair,1,H,VS2,5,13732.3479039088
662,0.55,Ideal,5,E,SI1,3,1888.19559871343
663,0.7,Very Good,3,E,VVS2,6,4454.47139870513
664,1.51,Good,2,D,VS1,4,11254.5539387729
665,0.31,Ideal,5,F,VVS1,7,1149.0128341861
666,0.95,Ideal,5,H,SI1,3,4682.20366069642
667,0.24,Ideal,5,G,VS1,4,-196.096030171853
668,0.4,Premium,4,D,SI2,2,-321.198811457581
669,1.25,Premium,4,H,SI2,2,6266.90186236269
670,0.24,Very Good,3,E,VVS1,7,470.307522223599
671,0.83,Ideal,5,F,SI1,3,4283.24250791053
672,1.01,Very Good,3,G,VS2,5,6179.65072648205
673,0.27,Very Good,3,F,VVS1,7,643.501446510354
674,1.1,Ideal,5,F,VS1,4,7646.96704413439
675,0.3,Premium,4,G,VVS2,6,628.370755523356
676,0.52,Ideal,5,E,SI1,3,1621.57324052419
677,0.4,Ideal,5,G,IF,8,2112.99417480885
678,1.3,Premium,4,H,SI1,3,7664.96430227273
679,1.71,Ideal,5,G,VS1,4,12868.399521101
680,0.52,Ideal,5,D,VS2,5,2473.39378726633
681,0.33,Ideal,5,H,VVS1,7,659.232793007843
682,1,Very Good,3,E,VVS2,6,7120.69498059754
683,0.5,Premium,4,F,VS1,4,2186.68634305139
684,0.91,Very Good,3,F,SI1,3,4844.22055299176
685,1.21,Ideal,5,G,VS1,4,8424.69355128028
686,0.51,Ideal,5,D,VS2,5,2384.51966786992
687,0.41,Premium,4,G,VVS2,6,1605.98606888391
688,0.94,Very Good,3,F,SI2,2,4157.15106825302
689,0.31,Premium,4,G,SI1,3,-665.934044215808
690,0.4,Ideal,5,D,VS2,5,1406.90435450937
691,1.12,Ideal,5,G,SI1,3,6660.70316419188
692,1,Good,2,E,SI1,3,5552.60777603374
693,1.48,Premium,4,H,SI2,2,8311.0066084802
694,0.32,Ideal,5,G,SI1,3,-449.226387521223
695,0.76,Good,2,G,IF,8,4977.53927756143
696,0.42,Ideal,5,D,SI1,3,938.074807561389
697,0.5,Good,2,E,SI1,3,1108.90180621305
698,0.83,Very Good,3,J,VS2,5,2757.12304596795
699,0.32,Very Good,3,G,VS1,4,364.882014909368
700,0.7,Ideal,5,H,VS1,4,3424.47398830675
701,0.73,Ideal,5,D,VS1,4,4657.2958213709
702,0.71,Very Good,3,D,VS1,4,4329.53267248798
703,0.35,Premium,4,F,SI1,3,-110.548760415499
704,0.42,Premium,4,H,SI1,3,-155.958204611685
705,0.81,Ideal,5,E,VS2,5,4845.500488761
706,0.32,Ideal,5,E,VS2,5,490.668638336722
707,0.85,Premium,4,I,I1,1,-380.160009884956
708,0.71,Good,2,F,SI1,3,2881.82987963525
709,0.32,Very Good,3,H,VVS2,6,316.298147767836
710,1.09,Premium,4,H,SI1,3,5798.60779494804
711,0.35,Premium,4,D,VS2,5,834.700220229128
712,0.82,Premium,4,G,SI2,2,2912.95420207332
713,1.03,Premium,4,H,SI1,3,5265.36307856956
714,0.5,Fair,1,H,VS1,4,629.901401830203
715,0.8,Ideal,5,H,VS2,5,3995.66965549101
716,1.12,Premium,4,J,SI2,2,3756.38425258709
717,1.62,Premium,4,G,VS2,5,11623.1533824552
718,1.22,Ideal,5,H,SI1,3,7081.80488439959
719,0.52,Ideal,5,F,VVS1,7,3015.36934151079
720,1.11,Good,2,I,VS2,5,5940.61740235879
721,0.31,Very Good,3,F,SI1,3,-488.226610793073
722,0.42,Ideal,5,D,VS1,4,1902.19812008207
723,0.32,Ideal,5,H,VS2,5,-270.288075536847
724,0.9,Very Good,3,F,SI1,3,4755.34643359534
725,1.04,Ideal,5,H,SI1,3,5482.07073526414
726,0.35,Ideal,5,D,VS2,5,962.533757527298
727,0.5,Fair,1,E,VS2,5,1073.3125889239
728,0.36,Very Good,3,D,SI1,3,254.815181092818
729,0.3,Premium,4,D,SI2,2,-1209.94000542172
730,0.7,Very Good,3,E,SI1,3,3071.29247956955
731,0.41,Very Good,3,G,VS1,4,1164.74908947709
732,0.4,Premium,4,D,VS2,5,1279.0708172112
733,1.1,Premium,4,E,SI2,2,5694.74678529005
734,0.74,Very Good,3,E,SI2,2,2473.09711422724
735,0.51,Ideal,5,F,VS2,5,2085.8484729661
736,0.27,Very Good,3,F,VVS1,7,643.501446510354
737,1.01,Ideal,5,G,VS2,5,6329.66563657213
738,1.37,Very Good,3,I,SI2,2,6835.983163425
739,1.01,Premium,4,H,SI1,3,5087.61483977673
740,0.39,Fair,1,E,SI1,3,-550.880510177459
741,0.51,Premium,4,E,SI1,3,1404.86558382961
742,0.5,Premium,4,G,VVS2,6,2405.85314345163
743,1.55,Ideal,5,G,SI2,2,9528.5984553097
744,0.3,Ideal,5,F,IF,8,1424.14178705936
745,2,Premium,4,D,SI2,2,13898.6602919686
746,0.35,Premium,4,J,VS1,4,-1169.10778548812
747,0.33,Ideal,5,D,VS2,5,784.785518734472
748,1,Very Good,3,G,VS2,5,6090.77660708563
749,0.93,Good,2,G,SI2,2,3683.47985721373
750,0.25,Premium,4,E,VVS2,6,477.317398658427
751,0.7,Good,2,E,SI1,3,2886.38419414133
752,1.01,Ideal,5,F,VS2,5,6529.55444278679
753,0.53,Premium,4,E,VVS2,6,2965.79274175801
754,1.51,Premium,4,G,VS2,5,10645.5380690947
755,0.23,Very Good,3,F,VS1,4,-235.096253443703
756,0.38,Premium,4,F,VS2,5,802.651383514549
757,0.3,Good,2,G,VVS2,6,421.281097303213
758,0.3,Ideal,5,G,VS1,4,337.148686206629
759,1.01,Good,2,I,SI1,3,4405.29842265385
760,0.8,Premium,4,E,SI1,3,3982.21504632561
761,0.7,Ideal,5,E,VS1,4,4185.43070218032
762,0.7,Good,2,G,VS1,4,3557.19026654487
763,1.26,Ideal,5,I,SI2,2,6008.38276015453
764,1.09,Ideal,5,G,VVS2,6,7777.25972513822
765,1,Very Good,3,I,SI2,2,3547.64074575769
766,0.6,Ideal,5,E,VS1,4,3296.68950821618
767,0.32,Premium,4,H,SI1,3,-1044.69939857582
768,0.41,Ideal,5,D,VVS2,6,2232.37960730055
769,0.32,Premium,4,F,VS2,5,269.406667136066
770,0.4,Very Good,3,E,VS1,4,1369.19221019782
771,3,Very Good,3,H,I1,1,19180.8210464548
772,0.56,Premium,4,E,VS2,5,2495.81396655248
773,0.9,Good,2,D,SI2,2,3915.41750014297
774,0.36,Ideal,5,H,VVS1,7,925.855151197084
775,0.31,Very Good,3,E,VS2,5,251.77960885022
776,1.19,Very Good,3,H,SI1,3,6665.16761612026
777,0.56,Ideal,5,G,VVS1,7,3170.97701288179
778,0.7,Premium,4,F,VS2,5,3646.62320419979
779,0.71,Premium,4,I,VVS1,7,3433.38903387066
780,0.52,Very Good,3,G,VVS1,7,2665.46562520605
781,0.33,Premium,4,D,SI2,2,-943.317647232477
782,0.34,Ideal,5,F,VS2,5,574.988443227064
783,1.19,Very Good,3,D,VVS1,7,9118.59162588424
784,0.4,Premium,4,D,VS1,4,1596.61634399107
785,1.07,Very Good,3,G,VS2,5,6712.89544286053
786,1.61,Ideal,5,G,VS2,5,11662.112800357
787,1,Premium,4,E,VS1,4,6723.82074677456
788,1.07,Ideal,5,G,SI1,3,6216.33256720981
789,0.41,Ideal,5,F,VS2,5,1197.10727900196
790,2.03,Premium,4,D,SI2,2,14165.2826501579
791,0.58,Ideal,5,J,VS1,4,1002.83049792757
792,0.8,Very Good,3,F,SI1,3,3866.6052396312
793,0.32,Ideal,5,H,VS2,5,-270.288075536847
794,0.7,Ideal,5,D,SI1,3,3426.55015066098
795,0.79,Premium,4,H,SI1,3,3132.38421305563
796,0.93,Very Good,3,I,VS2,5,4525.79153865157
797,0.37,Very Good,3,F,VS2,5,691.595891326217
798,0.41,Premium,4,E,VS2,5,1162.70217560628
799,0.31,Ideal,5,D,SI2,2,-993.232348727135
800,0.7,Ideal,5,E,VS2,5,3867.88517540045
801,0.53,Ideal,5,D,VS2,5,2562.26790666275
802,0.3,Very Good,3,H,VS2,5,-598.051224419763
803,0.95,Very Good,3,E,SI2,2,4339.45362155192
804,0.41,Premium,4,F,VVS2,6,1805.87487509856
805,1.34,Premium,4,G,SI2,2,7534.40841068684
806,1,Very Good,3,D,SI1,3,5942.7588224633
807,0.42,Premium,4,D,VS1,4,1774.3645827839
808,0.41,Premium,4,E,VS1,4,1480.24770238615
809,0.5,Ideal,5,G,VVS1,7,2637.73229650331
810,0.46,Premium,4,I,SI2,2,-1229.38032885674
811,0.35,Ideal,5,G,IF,8,1668.62357782678
812,0.82,Ideal,5,D,VS2,5,5139.61736915875
813,2.48,Very Good,3,F,SI2,2,17843.7654553007
814,0.35,Premium,4,J,VS1,4,-1169.10778548812
815,1.52,Premium,4,D,SI2,2,9632.70256094076
816,1.07,Ideal,5,F,VVS2,6,7799.40029256004
817,0.61,Ideal,5,E,SI2,2,1467.74847216394
818,0.39,Very Good,3,G,VVS2,6,1406.05645729916
819,0.71,Premium,4,G,SI2,2,1935.33888871277
820,0.51,Fair,1,F,SI1,3,422.180488677021
821,1.67,Ideal,5,D,SI1,3,12047.3397321131
822,1,Premium,4,G,I1,1,1895.81801372042
823,0.3,Good,2,F,VS2,5,-115.431229876905
824,1.22,Very Good,3,H,SI1,3,6931.7899743095
825,0.72,Ideal,5,F,VS2,5,3952.20498029079
826,0.94,Premium,4,E,SI1,3,5226.4527178754
827,0.51,Ideal,5,D,SI2,2,784.250039201142
828,1.01,Very Good,3,J,SI1,3,3710.27940936259
829,0.41,Premium,4,F,SI2,2,-530.995886964988
830,0.3,Very Good,3,E,SI1,3,-483.672296287
831,1.11,Premium,4,I,SI2,2,4547.43743191016
832,0.5,Ideal,5,E,SI1,3,1443.82500173136
833,1.2,Good,2,J,VS2,5,5860.55717820704
834,0.56,Ideal,5,H,SI1,3,1216.11300423628
835,0.9,Premium,4,D,SI1,3,5076.19900129108
836,1,Fair,1,I,VS1,4,4598.38061274815
837,0.35,Ideal,5,I,VS1,4,-161.34694947047
838,0.31,Ideal,5,D,VS2,5,607.037279941643
839,0.71,Very Good,3,E,VS2,5,3806.74438470677
840,0.3,Premium,4,G,VVS2,6,628.370755523356
841,0.3,Ideal,5,E,VS1,4,630.465926323768
842,1,Very Good,3,E,IF,8,7588.74366862073
843,0.3,Premium,4,G,VVS2,6,628.370755523356
844,1.48,Ideal,5,E,SI2,2,9199.79685965194
845,1.5,Ideal,5,I,SI1,3,9095.05346859644
846,2.35,Premium,4,I,SI2,2,15567.8282370655
847,0.5,Good,2,D,SI1,3,1314.14456721439
848,0.38,Ideal,5,E,SI2,2,-576.356273953573
849,1.06,Ideal,5,G,VS1,4,7091.58176033408
850,0.33,Ideal,5,G,VS2,5,286.225517615997
851,0.7,Fair,1,F,I1,1,-1459.77342320744
852,0.3,Ideal,5,D,VS2,5,518.16316054523
853,1.5,Good,2,I,SI2,2,7806.43843015015
854,0.34,Very Good,3,G,VVS1,7,1065.7314760706
855,0.59,Premium,4,D,VS1,4,3285.22461252293
856,0.81,Premium,4,G,SI1,3,3777.77192560488
857,0.55,Ideal,5,G,VVS2,6,2978.05727773187
858,0.31,Ideal,5,E,VS1,4,719.340045720181
859,0.91,Good,2,G,VS2,5,5106.00124708968
860,0.4,Premium,4,H,SI1,3,-333.706443404513
861,0.81,Ideal,5,E,VS2,5,4845.500488761
862,0.31,Ideal,5,F,IF,8,1513.01590645578
863,1.1,Premium,4,H,SI1,3,5887.48191434445
864,0.31,Very Good,3,H,VVS2,6,227.424028371422
865,0.45,Ideal,5,G,VVS1,7,2193.36169952124
866,0.32,Ideal,5,D,VS2,5,695.911399338057
867,0.32,Ideal,5,G,IF,8,1402.00121963754
868,0.31,Premium,4,J,SI1,3,-2488.72757559445
869,1,Very Good,3,F,SI2,2,4690.39578463151
870,2.02,Premium,4,I,SI2,2,12634.9822969838
871,2.01,Premium,4,H,SI2,2,13021.3349364901
872,1.02,Very Good,3,F,SI1,3,5821.83586635231
873,1.16,Ideal,5,H,SI2,2,5594.86832509313
874,0.77,Very Good,3,H,SI1,3,2932.45460147088
875,0.59,Premium,4,I,IF,8,2730.90267338337
876,0.34,Premium,4,D,SI2,2,-854.443527836063
877,0.3,Good,2,I,IF,8,-53.5364473327709
878,0.58,Ideal,5,I,SI1,3,918.634484126368
879,0.52,Very Good,3,H,VS1,4,1674.72492908121
880,0.33,Premium,4,G,VVS1,7,999.038729466102
881,1.38,Ideal,5,F,SI2,2,8217.62723178532
882,0.71,Ideal,5,F,SI2,2,2263.0612322256
883,0.96,Fair,1,F,SI2,2,3467.82401858767
884,1.02,Ideal,5,E,VVS1,7,7552.50374523396
885,0.53,Good,2,E,VS2,5,2022.1019501431
886,0.9,Premium,4,D,SI2,2,4122.50715836311
887,0.34,Fair,1,F,I1,1,-4659.24172147834
888,0.36,Very Good,3,H,VS2,5,-64.8065080412798
889,0.83,Very Good,3,F,VS1,4,5097.35091034112
890,1.3,Premium,4,I,IF,8,9040.96515052875
891,1.02,Ideal,5,E,SI1,3,6065.27921034488
892,0.34,Ideal,5,E,VVS2,6,1405.01801052432
893,0.54,Good,2,G,VS1,4,2135.20435620225
894,0.56,Premium,4,G,VS1,4,2520.04225321522
895,2.37,Ideal,5,J,VS2,5,16593.7523431058
896,1.15,Ideal,5,H,SI2,2,5505.99420569672
897,0.4,Ideal,5,H,VS1,4,758.250406414337
898,1.59,Ideal,5,G,VVS2,6,12220.9656949589
899,1.42,Very Good,3,G,VVS2,6,10560.0907551298
900,0.31,Ideal,5,E,VVS2,6,1138.39565233508
901,0.57,Ideal,5,F,IF,8,3823.74301076254
902,0.7,Premium,4,I,VS2,5,2503.86816532597
903,0.41,Very Good,3,H,SI1,3,-267.013696800017
904,0.55,Very Good,3,E,SI1,3,1738.18068862335
905,1.01,Ideal,5,D,VS2,5,6828.22563769061
906,0.24,Very Good,3,E,VVS2,6,366.261906470095
907,0.3,Very Good,3,E,SI1,3,-483.672296287
908,1.13,Ideal,5,F,SI1,3,6949.46608980295
909,0.72,Premium,4,H,SI1,3,2510.26537728073
910,0.52,Ideal,5,D,SI2,2,873.124158597555
911,1,Very Good,3,D,SI1,3,5942.7588224633
912,0.47,Very Good,3,D,VS1,4,2196.55380697405
913,0.41,Ideal,5,D,SI2,2,-104.491154762997
914,0.51,Premium,4,G,SI1,3,1111.54834371247
915,1,Very Good,3,F,SI1,3,5644.08762755948
916,1.55,Good,2,H,VS2,5,10326.3054147037
917,0.71,Very Good,3,G,VS2,5,3513.42714458963
918,1.21,Ideal,5,G,VS2,5,8107.14802450041
919,1.95,Very Good,3,H,VS2,5,14066.1784759885
920,1.51,Premium,4,G,SI1,3,9998.96028335385
921,0.3,Premium,4,D,VS2,5,390.32962324706
922,0.72,Very Good,3,D,VS2,5,4100.86126510452
923,0.31,Ideal,5,E,VVS2,6,1138.39565233508
924,0.53,Ideal,5,D,VS2,5,2562.26790666275
925,0.71,Very Good,3,G,SI2,2,1913.15751592085
926,1.07,Ideal,5,G,SI1,3,6216.33256720981
927,0.24,Very Good,3,E,VS1,4,-52.7937001448026
928,1,Very Good,3,F,IF,8,7495.31523471824
929,0.55,Ideal,5,G,VS1,4,2559.00167111697
930,0.52,Ideal,5,E,VS2,5,2268.151026265
931,0.72,Ideal,5,G,SI2,2,2152.04654540736
932,0.9,Good,2,G,SI1,3,4370.54934195246
933,0.41,Ideal,5,F,VS2,5,1197.10727900196
934,0.33,Ideal,5,G,SI1,3,-360.352268124809
935,0.56,Very Good,3,H,VS1,4,2030.22140666687
936,1.01,Very Good,3,F,SI2,2,4779.26990402792
937,0.46,Premium,4,F,VVS1,7,2354.29108783413
938,1.01,Very Good,3,I,SI1,3,4590.20670808207
939,0.3,Ideal,5,F,VS2,5,219.491965641409
940,0.3,Premium,4,G,VS1,4,209.315148908458
941,2.02,Very Good,3,H,SI2,2,13088.0276830946
942,0.32,Ideal,5,E,VVS2,6,1227.26977173149
943,0.35,Premium,4,I,VS1,4,-289.180486768641
944,0.34,Ideal,5,D,SI1,3,227.081852390079
945,0.6,Ideal,5,G,VS1,4,3003.37226809904
946,0.41,Premium,4,I,VVS2,6,663.119836224741
947,1.01,Fair,1,G,VS1,4,5630.12096480374
948,0.54,Ideal,5,H,VVS1,7,2525.58930033253
949,1.01,Premium,4,E,SI2,2,4894.87971072233
950,0.3,Ideal,5,H,VVS1,7,392.610434818601
951,1.06,Premium,4,F,I1,1,2628.95153631356
952,0.7,Very Good,3,F,VS2,5,3624.44183140787
953,1.53,Very Good,3,F,SI1,3,10354.4159555694
954,0.82,Very Good,3,D,SI1,3,4343.02467332785
955,0.32,Ideal,5,G,VVS1,7,1037.99814736786
956,0.27,Very Good,3,F,VS1,4,120.400224141952
957,0.8,Ideal,5,F,VS2,5,4663.1979354621
958,1.11,Ideal,5,G,VS1,4,7535.95235731615
959,0.71,Premium,4,G,VS2,5,3535.60851738155
960,0.61,Very Good,3,F,SI2,2,1224.30512817137
961,1.31,Very Good,3,F,VS1,4,9363.30864136899
962,0.71,Very Good,3,G,SI1,3,2866.84935884883
963,0.9,Premium,4,E,SI2,2,3917.26439736177
964,0.9,Premium,4,E,VS2,5,5517.53402603055
965,0.74,Ideal,5,E,VS2,5,4223.3816529861
966,0.3,Good,2,I,VS1,4,-940.640741970852
967,1,Very Good,3,F,VS1,4,6608.21094008016
968,0.3,Ideal,5,E,VS2,5,312.920399543895
969,0.39,Good,2,E,VVS2,6,1514.46541198808
970,0.51,Premium,4,F,SI1,3,1311.43714992712
971,0.81,Ideal,5,E,SI2,2,3245.23086009222
972,1.62,Ideal,5,I,VS2,5,10808.1206870942
973,1.62,Premium,4,F,SI2,2,10222.7725600011
974,0.57,Very Good,3,E,VS2,5,2562.50671315698
975,0.33,Ideal,5,G,VVS1,7,1126.87226676427
976,0.42,Ideal,5,E,VS2,5,1379.40983230086
977,1.51,Premium,4,J,VS2,5,8822.74453771601
978,0.31,Ideal,5,D,VS2,5,607.037279941643
979,1.01,Very Good,3,G,SI1,3,5533.07294074124
980,0.41,Good,2,E,VVS1,7,1796.25926653441
